,0
702,-2.9641277130616986e+17
703,-6.798261389396286e+19
704,2005.0
705,6542159.382999999
706,88.5500977152815
707,166350104.4738951
708,31067163.312632304
709,1720957.9715422934
710,-16.0
711,-9601.736655705032
712,357776900.299415
713,357776900.299415
714,361592315.05343115
715,1069571788.7924805
716,605169088.0314941
717,-3.8451829371018374e+17
718,-3.038724900548829e+17
719,-6.9693337367844315e+19
720,2006.0
721,6623847.913
722,89.99044709364969
723,168703826.09185165
724,31493369.220736
725,1720959.4119953685
726,-16.0
727,-9590.565349719102
728,366630954.8181953
729,366630954.8181953
730,370576176.0731416
731,1068539412.9370117
732,607217065.113327
733,-3.941812511424376e+17
734,-3.115095727289868e+17
735,-7.144473323969641e+19
736,2007.0
737,6706418.592999999
738,91.44635072674772
739,171082965.42175964
740,31924177.703299455
741,1720960.8680038182
742,-16.0
743,-9579.412548323475
744,375718226.81506044
745,375718226.81506044
746,379774817.32735103
747,1067036641.9882812
748,609485560.2334747
749,-4.0407042090602784e+17
750,-3.193254509108884e+17
751,-7.323712974163811e+19
752,2008.0
753,6789771.253
754,92.91604239602289
755,173484636.22861806
756,32359066.128249183
757,1720962.3378012967
758,-16.0
759,-9568.292537958438
760,385031872.6618932
761,385031872.6618932
762,389180657.3505276
763,1064922411.4267578
764,612257965.8090973
765,-4.1417750834495475e+17
766,-3.2731356922489286e+17
767,-7.50690234802851e+19
768,2009.0
769,6873741.054
770,94.39661562548423
771,175904088.94577685
772,32797174.456168555
773,1720963.8184811187
774,-16.0
775,-9557.227379841965
776,394557020.7755231
777,394557020.7755231
778,398778130.8196037
779,1062011577.5917969
780,615830017.6914215
781,-4.2448566699684794e+17
782,-3.3546061333697126e+17
783,-7.693736106076755e+19
784,2010.0
785,6958169.159
786,95.88526976766985
787,178336746.94441637
788,33237673.962782264
789,1720965.3072424354
790,-16.0
791,-9546.237279463878
792,404278400.24239546
793,404278400.24239546
794,408551433.98505825
795,1058138133.5795898
796,620489841.3019409
797,-4.349778305979274e+17
798,-3.4375309512192806e+17
799,-7.883904924955502e+19
800,2011.0
801,7043008.586
802,97.38117642605339
803,180781256.51491475
804,33680319.52180423
805,1720966.8032567902
806,-16.0
807,-9535.327151157164
808,414192835.62727267
809,414192835.62727267
810,418497040.39221734
811,1053267732.7626953
812,626500304.5714569
813,-4.4565013921509523e+17
814,-3.521879640272508e+17
815,-8.077338843983038e+19
816,2012.0
817,7128176.935
818,98.88288270646747
819,183235243.43580762
820,34124681.21526642
821,1720968.3050711846
822,-16.0
823,-9524.506119718211
824,424292608.4148724
825,424292608.4148724
826,428606925.75345755
827,1047693558.7631836
828,634064761.6732788
829,-4.564939196691712e+17
830,-3.6075836532093523e+17
831,-8.27388066314768e+19
832,2013.0
833,7213426.4520000005
834,100.38602015816527
835,185691569.0800964
836,34569466.398796916
837,1720969.8083168534
838,-16.0
839,-9513.803484605049
840,434549400.46513456
841,434549400.46513456
842,438852589.39486265
843,1042327221.3935547
844,643275927.944809
845,-4.674785680242358e+17
846,-3.69440111195047e+17
847,-8.472975690913146e+19
848,2014.0
849,7298453.033
850,101.88522675532306
851,188141471.18753585
852,35013088.424656086
853,1720971.3076313848
854,-16.0
855,-9503.254093156827
856,444926256.1114015
857,444926256.1114015
858,449197168.3184159
859,1039056206.9702148
860,654078568.966629
861,-4.78564574215949e+17
862,-3.782019747426484e+17
863,-8.67390781356304e+19
864,2015.0
865,7383008.82
866,103.37613221344407
867,190577808.13453716
868,35454254.105857074
869,1720972.7986441792
870,-16.0
871,-9492.884296936994
872,455391132.58325624
873,455391132.58325624
874,459608972.4306991
875,1041163788.7719727
876,666247242.1322327
877,-4.8971803342017683e+17
878,-3.8701715905658074e+17
879,-8.876062511480152e+19
880,2016.0
881,7466964.28
882,104.8564525793708
883,192996847.63919574
884,35892287.61031068
885,1720974.2790711196
886,-16.0
887,-9482.704964665396
888,465925243.2866216
889,465925243.2866216
890,470069693.67392176
891,1053831614.7314453
892,679373171.6497345
893,-5.0091941935519136e+17
894,-3.958702312870487e+17
895,-9.079085873872165e+19
896,2017.0
897,7564141.648454662
898,106.56990442193825
899,195796854.8483824
900,36399305.77515397
901,1720975.9926463207
902,-16.0
903,-9471.064464676303
904,478296922.1248373
905,478296922.1248373
906,482330678.13955575
907,1092422641.6948242
908,695071146.7862854
909,-5.140430328178145e+17
910,-4.062425566492675e+17
911,-9.316949308573085e+19
912,2018.0
913,7661079.790948733
914,108.27913818194716
915,198589969.1521022
916,36905075.790253654
917,1720977.7020031356
918,-16.0
919,-9459.600671837296
920,490829054.44036365
921,490829054.44036365
922,494724864.0805987
923,1174707945.291504
924,709931674.0520325
925,-5.2730341051012314e+17
926,-4.1672298588517984e+17
927,-9.557291573476347e+19
928,2019.0
929,7757964.401067819
930,109.9874280478374
931,201381541.0078399
932,37410566.50280629
933,1720979.4104159882
934,-16.0
935,-9448.287237946635
936,503544782.3205256
937,503544782.3205256
938,507275253.94994056
939,1328627236.2182617
940,722004096.1748352
941,-5.407251884077183e+17
942,-4.273309901535911e+17
943,-9.800559191773941e+19
944,2020.0
945,7854992.956859449
946,111.69825599416521
947,204177260.42310983
948,37916808.2448619
949,1720981.1213671041
950,-16.0
951,-9437.097720190071
952,516470290.78401685
953,516470290.78401685
954,520007657.2957796
955,1594949657.849121
956,728602181.2182617
957,-5.543359601389278e+17
958,-4.380883783041794e+17
959,-1.0047252293649415e+20
960,2021.0
961,7952375.026544062
962,113.41531717196384
963,206983165.764019
964,38424894.42835605
965,1720982.8385519003
966,-16.0
967,-9426.005555316513
968,529634967.2925109
969,529634967.2925109
970,532950832.53863853
971,2032088811.3793945
972,726111373.0574341
973,-5.681664250674467e+17
974,-4.490194139227217e+17
975,-1.0297927300252508e+20
976,2022.0
977,8050332.574226052
978,115.14252529910513
979,209805652.56383172
980,38935983.140142314
981,1720984.5658843764
982,-16.0
983,-9414.98404164239
984,543071573.8377968
985,543071573.8377968
986,546136639.5108176
987,2722657467.604492
988,709737228.5955048
989,-5.822505475119834e+17
990,-4.601509411792738e+17
991,-1.055319980953025e+20
992,2023.0
993,8149100.264984715
994,116.88401803972738
995,212651482.313667
996,39451298.73378932
997,1720986.3075024942
998,-16.0
999,-9404.006329041407
1000,556816433.3741951
1001,556816433.3741951
1002,559600204.2622156
1003,3782431666.073242
1004,673175851.5926361
1005,-5.966257286564014e+17
1006,-4.7151252070722234e+17
1007,-1.0813747712071311e+20
1008,2024.0
1009,8248925.770552754
1010,118.64416239402308
1011,215527791.27012557
1012,39972133.4244434
1013,1720988.0677735687
1014,-16.0
1015,-9393.045416896408
1016,570909632.7999914
1017,570909632.7999914
1018,573380098.0393136
1019,5372661207.291504
1020,608181100.1628418
1021,-6.113329931289322e+17
1022,-4.8313657707711405e+17
1023,-1.1080314572824943e+20
1024,2025.0
1025,8350070.07479876
1026,120.42756008457053
1027,218442099.25726885
1028,40499848.8826685
1029,1720989.8512996533
1030,-16.0
1031,-9382.07416023079
1032,585395244.617704
1033,585395244.617704
1034,587518532.2465837
1035,7717040274.879883
1036,503995279.5496826
1037,-6.264171921191745e+17
1038,-4.9505855934234394e+17
1039,-1.1353713312564732e+20
1040,2026.0
1041,8452807.77963407
1042,122.23905295014802
1043,221402318.48082575
1044,41035877.83050025
1045,1720991.6629229358
1046,-16.0
1047,-9371.065284078095
1048,600321569.7996991
1049,600321569.7996991
1050,602061571.5632567
1051,11125184835.17627
1052,346599220.3696289
1053,-6.419272252842204e+17
1054,-5.073171164362099e+17
1055,-1.1634830229902308e+20
1056,2027.0
1057,8557427.409483798
1058,124.08372831423114
1059,224416762.3010281
1060,41581725.630008645
1061,1720993.5077311057
1062,-16.0
1063,-9359.991406400984
1064,615741404.2419904
1065,615741404.2419904
1066,617059367.2227111
1067,16025219952.910156
1068,117723125.77508545
1069,-6.579162835126881e+17
1070,-5.199542890555644e+17
1071,-1.1924629401347352e+20
1072,2028.0
1073,8664231.71768308
1074,125.96692438743605
1075,227494154.0609183
1076,42138971.88190549
1077,1720995.391062758
1078,-16.0
1079,-9348.825069279548
1080,631712332.1684682
1081,631712332.1684682
1082,632566413.3898331
1083,23009158159.03125
1084,-206459973.50730896
1085,-6.744421155992486e+17
1086,-5.33015720443868e+17
1087,-1.2224157514741529e+20
1088,2029.0
1089,8773537.991959743
1090,127.89423565385414
1091,230643635.88833353
1092,42709272.0193852
1093,1720997.3185127797
1094,-16.0
1095,-9337.538778715742
1096,648297049.1934313
1097,648297049.1934313
1098,648641828.9049537
1099,32896290578.89502
1100,-657062646.5656738
1101,-6.91567321164465e+17
1102,-5.465508879191682e+17
1103,-1.253454917838463e+20
1104,2030.0
1105,8885678.359525226
1106,129.87151825047968
1107,233874777.4866028
1108,43294358.89992191
1109,1720999.295937729
1110,-16.0
1111,-9326.10505297155
1112,665563718.4690952
1113,665563718.4690952
1114,665349667.3359557
1115,46822022002.21826
1116,-1274773419.3208923
1117,-7.093596728662685e+17
1118,-5.6061335755488454e+17
1119,-1.2857032761067007e+20
1120,2031.0
1121,9001000.092459315
1122,131.90489535181763
1123,237197584.9337092
1124,43896044.39859921
1125,1721001.3294612216
1126,-16.0
1127,-9314.496479273577
1128,683586363.6366572
1129,683586363.6366572
1130,682759258.5328257
1131,66362759632.09131
1132,-2112897197.8058624
1133,-7.278924712115784e+17
1134,-5.752610646285167e+17
1135,-1.3192936822974508e+20
1136,2032.0
1137,9119865.913486471
1138,134.00076256139636
1139,240622509.49273565
1140,44516221.00348327
1141,1721003.4254793213
1142,-16.0
1143,-9302.685778693605
1144,702445302.487152
1145,702445302.487152
1146,700945585.0293666
1147,93712052004.57373
1148,-3241399035.380707
1149,-7.472449354296402e+17
1150,-5.905566225743843e+17
1151,-1.3543697200206404e+20
1152,2033.0
1153,9242654.30178468
1154,136.16579330385377
1155,244160456.42324758
1156,45156863.411165565
1157,1721005.5906659332
1158,-16.0
1159,-9290.645878958465
1160,722227625.4474602
1161,722227625.4474602
1162,719989696.8079306
1163,131929813101.21436
1164,-4752292900.6831665
1165,-7.675026340436822e+17
1166,-6.065676633148571e+17
1167,-1.3910864808819088e+20
1168,2034.0
1169,9369759.797946006
1170,138.40694420206611
1171,247822793.7682335
1172,45820030.11787957
1173,1721007.8319781811
1174,-16.0
1175,-9278.349994875307
1176,743027723.2071
1177,743027723.2071
1178,739979168.105416
1179,185296103159.24658
1180,-6766837192.053787
1181,-7.887579589432099e+17
1182,-6.233672119755269e+17
1183,-1.4296114237312033e+20
1184,2035.0
1185,9501593.3094591
1186,140.7314604634798
1187,251621361.15608454
1188,46507865.01334087
1189,1721010.1566617943
1190,-16.0
1191,-9265.771715711786
1192,764947868.4650964
1193,764947868.4650964
1194,761008600.5455309
1195,259814967094.42334
1196,-9445162219.794907
1197,-8.111106473972088e+17
1198,-6.410340994940031e+17
1199,-1.4701253208035182e+20
